"Dist Name","rice_corr","wheat_corr","maize_corr"
"Jind","0.9780069875894333","0.9680716922975536","0.9170549423386316"
"Karimnagar","0.9778576447151206","0.9058104781877591","0.8267277378880802"
"Agra","0.9778085153517336","0.8626996784130819","0.505339233210864"
"Rohtak","0.9775684826108177","0.9498647132194796","0.516041241395246"
"Patiala","0.9754252326486215","0.8872881574549062","0.94504589472108"
"Almorah","0.9753516681049246","0.9425917828332168","0.9488698246417553"
"Malappuram","0.9747138368322366",NULL,NULL
"Eranakulam","0.9734872347557258",NULL,NULL
"Thrissur","0.9683746889694886",NULL,NULL
"Gurdaspur","0.967547090885876","0.9176498798999767","0.6095667047644159"
"Garhwal","0.9673645699923198","0.9411599816243579","0.8616650735959113"
"Budaun","0.9652979074834391","0.9434858791776959","0.5875039899964409"
"Rampur","0.9627506388748774","0.9222205695638074","0.9562366236360051"
"Faizabad","0.962603764046885","0.9527033966616482","0.26067073549755365"
"Kapurthala","0.9614332188700724","0.8927111911976344","0.8421977787296607"
"Gulbarga / Kalaburagi","0.9608794829110648","0.4260767938534118","0.9340397246019468"
"Kota","0.9587168433849713","0.8543125978332451","0.5617158627597799"
"Morena","0.9586715887664867","0.919034897362658","0.9602430539799612"
"Mysore","0.9582219747966202","0.9940397704624807","0.960910745252333"
"Surat","0.9582179047490338","0.7918531119965925","0.8762839514883005"
"Uttar Kashi","0.9576687975531261","0.926667192764751","0.8727405723706583"
"Kollam","0.9567451521708369",NULL,NULL
"Kheda","0.956696158314471","0.9793837548968239","0.8051397884282128"
"Hardoi","0.9557135497461154","0.9508112118071338","0.4621845668121396"
"Karnal","0.95297921173213","0.8513955686670345","0.9695401275642609"
"Sehore","0.9496641360978653","0.9135956927959227","0.8360213456342114"
"Etawah","0.9493962258440811","0.954497302243173","-0.15218283400335442"
"Shahjahanpur","0.9465428158327128","0.9213511318501095","0.9079505787546605"
"Meerut","0.9432799149704748","0.32669850356590563","0.8554420330279608"
"Warangal","0.9428691689102262","0.8497083650182512","0.947600366109316"
"Vidisha","0.941534392189672","0.45802383730648666","0.8707709366489925"
"Nizamabad","0.941081976006264","0.4718586749771529","0.7849799753496918"
"Shajapur","0.9383376972248457","0.9321440280690532","0.7720023271997126"
"Ahmedabad","0.9371267544793495","0.88957981777586","0.8736051052358546"
"Tehri Garhwal","0.9366788397213086","0.925197356261566","0.8408165324524389"
"Banaskantha","0.9366233259486009","0.9311907267130624","0.4326259783884352"
"Surendranagar","0.9362346071541006","0.904500471032608","0.9868631817982145"
"Nainital","0.9324788408385298","0.8595333074016863","0.9489812756095459"
"Mainpuri","0.9324739916103202","0.9340747162716677","0.4342356880518398"
"Datia","0.9318974756475751","0.9652723765031201","0.9818569334615068"
"Dewas","0.9294727748783149","0.9392635064230933","0.7671942827173467"
"Khammam","0.9281285675940186",NULL,"0.9556939640331246"
"Jaunpur","0.9264176067612172","0.9330276775268841","0.02987707270572011"
"Moradabad","0.9259794259809978","0.8870465463998516","0.7885877737854321"
"Bhilwara","0.9216820810409022","0.8801979147618234","0.6696607691483356"
"Azamgarh","0.9211501275859955","0.9390744390249444","0.41875642259426804"
"Rajkot","0.9208789305982025","0.973362685744367","0.9721460014622895"
"Palakkad","0.9202196118777535",NULL,"0.8434685743581025"
"Jamnagar","0.9153955822347809","0.8943356515836935","0.9188300365252903"
"Ghazipur","0.912604733089439","0.9362588033911121","0.9362618972612747"
"Narsinghpur","0.9104451403186921","0.8939182476877452","0.9726266402367416"
"Kolar","0.9090539618585314","0.8944822007316273","0.9253881922162377"
"Bijapur / Vijayapura","0.9073283179491447","0.4703970386460145","0.9742886063531608"
"Dibrugarh","0.905544865476402","0.9656759562516541","0.8018204563137299"
"Hooghly","0.9055137313744377","0.9621484774730817","0.9768873338209904"
"Gwalior","0.9046812460373588","0.8246264612864944","0.9990065133184168"
"Nagpur","0.9025174637435998","0.7569353927477633","0.6427733885694457"
"Nalgonda","0.9023672835054856","0.7225832834287617","0.8868433050400802"
"Bareilly","0.9011555542488454","0.932014839327387","0.9041940354463661"
"Midnapur","0.8997452972732112","0.917096784332438","0.6209673461069346"
"Kottayam","0.8984329356589374",NULL,"0.7929631520266098"
"Jaipur","0.8963506628320046","0.906942380236601","0.7472936580559185"
"Ujjain","0.8961749765517203","0.9467077557101921","0.7773087346198506"
"Shimla","0.894502437405743","0.873364924654259","0.7902438121916062"
"Allahabad","0.894095125903899","0.9139259692615532","0.7724253086987805"
"Dangs","0.8939606113571934","0.9379689402949716","0.944928279783748"
"Ganganagar","0.8919180522316622","0.9476498809825421","0.8718621982425964"
"Pilibhit","0.8889680202505624","0.8795031331387181","0.9095068278403172"
"Damoh","0.8887896547242822","-0.18111481628646364","0.9558525583703184"
"Karbi Anglong","0.8878163580478317","0.8947228924483145","0.5033978725305311"
"Amreli","0.8860806264227732","0.9531422956782152","0.8547955231279332"
"Barabanki","0.8860575189147607","0.8251676017699547","0.3864370625427237"
"Burdwan","0.8860369352001737","0.9422862837199658","0.8348877542498153"
"Varanasi","0.8839262878980532","0.9179092488608066","0.5924172649986845"
"Wardha","0.8818379124808369","0.4409036607981697","0.9717876483507489"
"Rae-Bareily","0.8809251563334779","0.9075538836072616","0.799460971126801"
"Junagadh","0.8775741770745572","0.9885844668343557","0.9957295490747824"
"Chamba","0.8767621418444468","0.6432299706853704","0.6624293848861209"
"Valsad","0.8764968397576925","0.9101618938832565","0.9753791414891714"
"Alappuzha","0.8756584469273908",NULL,NULL
"Yeotmal","0.8720635249257855","0.8937855354746764","0.9065083510611619"
"Dhar","0.8678325434604305","0.9450733528915739","0.591770169426956"
"Jhalawar","0.866632722200933","0.9460589830624252","0.39318698899646803"
"Howrah","0.8637258510566633","0.9065685791562927","0.8646915795990086"
"Jalgaon","0.8618984791309375","0.5137576384491321","0.9757083010582628"
"Rajgarh","0.858330610405485","0.9587610674798722","0.7591140164623956"
"Buldhana","0.8579306438771996","0.7032873979772687","0.9527700929588846"
"Aurangabad","0.8576561890871386","0.49262849962552924","0.873012575036734"
"Deoria","0.8564486351613478","0.8990304752333302","0.3168168311330761"
"Medak","0.8517968178564809","0.4306054499937231","0.8626954738037589"
"Mahabubnagar","0.8497893657664903","0.5360350643360178","0.8443930246752996"
"Kullu","0.8497250055883425","0.7924995253742194","0.7115114011965975"
"Jalaun","0.8492191769943139","0.6787031610659274","0.8603729010895731"
"Satara","0.8453299649657801","0.9396936382388253","0.9717886225356167"
"Murshidabad","0.8436553238260477","0.9262628295887707","0.9917778804355158"
"Mehsana","0.8430945578644143","0.8954755774547583","0.7882807912719298"
"Bhavnagar","0.8417245660247149","0.9086727679045634","0.9418519077712972"
"Sibsagar","0.8404050113869801","0.9836890292602838","0.26992334658801703"
"Sitapur","0.8369896262857696","0.8972905187112488","0.46498163415333643"
"Tumkur","0.8360727054533652","0.9564352128612928","0.9647621893807861"
"Sirohi","0.8341116032556755","0.7674287193035265","0.47975254164168823"
"Bundi","0.8321120119566421","0.9246932404234438","0.6265697616345923"
"Ballia","0.8298495331408533","0.8841644618712906","0.7192033641651805"
"Etah","0.8280176626530644","0.9451174839579837","0.564006346211367"
"Sultanpur","0.8254610487857449","0.9353857140419185","-0.26138246580775143"
"Durg","0.8247526351868129","0.43547264201215685","0.9181860772261932"
"Akola","0.8221963523942499","0.6043732843283727","0.9196256115792263"
"Adilabad","0.8152151811600087","0.3818957865056615","0.6836480263398983"
"Raipur","0.8140106199021125","0.4991773842832604","0.9875786818057865"
"Khandwa / East Nimar","0.8126359636756327","0.9392545146380771","0.9901733386879347"
"Kolhapur","0.8113645629322391","0.763282345458855","0.9231423336996968"
"Alwar","0.8086794039753338","0.9588552400087066","0.24625638996705118"
"Unnao","0.8075281769763896","0.9632007271711315","0.3221283312826083"
"Khargone / West Nimar","0.8043433322683097","0.9751336596931278","0.9232346585260088"
"Seoni / Shivani","0.80420447008522","0.8874150962691046","0.9150874319945574"
"Pratapgarh","0.8017958007843496","0.9165017101479659","0.3413556807289677"
"Bangalore","0.801172542950505","0.915161236649882","0.8948119673235987"
"Kheri","0.7993377949791016","0.8475219592849099","0.8591875291412467"
"North Cachar Hil / Dima hasao","0.7979275394256281","0.9265227679814206","0.7713602977408702"
"Parbhani","0.7944670657172065","0.7242289502184922","0.8761011238763381"
"Chittoor","0.7939662026663851","0.9089007661133233","0.9491901690518514"
"Birbhum","0.7933195319464948","0.782063666371922","0.8132721562541707"
"Nadia","0.7922034616204876","0.82953182541321","0.9634502234934571"
"Gorakhpur","0.7901763144295777","0.8600312765079066","0.5848312827598695"
"Sagar","0.7866789111167442","0.15571560555439443","0.7291221752444695"
"Beed","0.7855692361002965","0.6396437811302268","0.8630018988334464"
"Darrang","0.7820402043299959","0.9587719807380167","0.9321780173110643"
"Mandsaur","0.7811312027870277","0.9485301074990108","0.6617113434753039"
"Mandya","0.7783867629608274","0.8043519593689721","0.9310962837656495"
"Nasik","0.7782594318927276","0.30137769712108914","0.9555999731024976"
"Jabalpur","0.7759627558445348","0.8537413046834773","0.9031765222485956"
"Pali","0.7734569510615938","0.6645336011947306","0.2849595788760873"
"Surguja","0.7688118869420637","0.9280309461034711","0.6033907041629059"
"Bhandara","0.768285527958657","0.45801480120556887","0.7703194936543494"
"Solapur","0.7656734306891053","0.9234845368957951","0.9467970445136002"
"Tonk","0.7637039889648082","-0.0003892894332212081","0.1094200748828248"
"Farrukhabad","0.7616570653336411","0.8682770956632869","0.6313308765613321"
"Indore","0.7601518277763033","0.8485185509244497","0.6888008850593952"
"Lakhimpur","0.7535884984972273","0.953220996460355","0.5088587874123377"
"Ahmednagar","0.7523314218545959","0.9227991331031719","0.9467146183811099"
"Nanded","0.7517688627338588","0.7152633710485922","0.9464258778967249"
"Bilaspur","0.748601663462485","0.4472754663429599","0.009347589888180128"
"Lucknow","0.7479237023607063","0.9024079514166671","0.5857812164553549"
"S.P.S. Nellore","0.7474868455388118",NULL,"0.9244563451053754"
"Bikaner","0.7422748408868914","0.9665067048642749","0.9603205998664479"
"Ananthapur","0.7374026970241597","0.7921991138422261","0.9580034589602636"
"Visakhapatnam","0.7343696723927481","0.700140042014005","0.9582699776300914"
"Phulbani ( Kandhamal )","0.7284933574360758","0.9438776428379881","0.7055496246143684"
"Ratlam","0.7259655573785799","0.9413161569309522","0.7158732138909115"
"Bastar","0.7222068607739777","0.399081688487855","0.9054213163346598"
"Bilashpur","0.7209933733391871","0.6291472123525284","0.6722169838510511"
"Nagaon","0.7179415446376342","0.959721897523123","0.49515266048926104"
"Raigarh","0.7172137604056616","0.7274875430549146","0.17627476025717875"
"Bhind","0.7115008132742894","0.9001355023576972","0.7596165685356049"
"Mandi","0.7086827588916441","0.7220881774866079","0.4742061265574672"
"Dungarpur","0.7069133934238844","0.9140790732187933","0.5413129928504318"
"Balaghat","0.701427639620075","0.8944012746105934","0.8316352970289886"
"Hamirpur","0.7000599302637257","0.7853123318652375","0.992836850361297"
"Betul","0.6911577849519133","0.9186523273450006","0.8837695623212051"
"Kurnool","0.6880853235864389","0.7359287434961231","0.9882974557551666"
"Mandla","0.6826252519635186","0.6280696069605537","0.7415770701323248"
"Kangra","0.6791301779294048","0.710303819245596","0.7864402686581485"
"Swami Madhopur","0.6777186638444702","0.8726614747881385","0.7662741393174252"
"Chhatarpur","0.6771340090028339","0.9343100269280256","0.9955671834885935"
"Hyderabad","0.6739881488399907","0.9076045112467954","0.9677093771882876"
"Sirmaur","0.6689793924466092","0.6226588202725749","0.6350564002587625"
"Cachar","0.6678708214943914","0.938731370238889","0.4839502754506214"
"Bolangir","0.6663042639945299","0.9777901453161894","0.7754212726422195"
"Amarawati","0.6644159396415681","0.7376040946692113","0.9597281236622225"
"Satna","0.6637988489981791","0.3708332305683214","0.9912861146958513"
"Shahdol","0.6628550074119738","0.797228881297566","0.8127761630300678"
"Dhanbad","0.6604870081554194","0.8549453387430349","0.8126769375812346"
"Tikamgarh","0.6602881742793373","0.9310855475216114","0.9016808070290852"
"Kalahandi","0.6534953159804744","0.9201598853474495","0.8311529964667281"
"Purulia","0.6529633849421587","0.9284044036086931","0.6678242644317411"
"Dhule","0.6519991729796141","0.7873711846632543","0.9664039963123181"
"Hassan","0.6510971286668361","0.999223727781551","0.9303658711385198"
"Koraput","0.6471686255688157","0.9492308890748119","0.9269168410012933"
"Saran","0.6467995054741725","0.7853508341630705","-0.16000027651754192"
"East Godavari","0.6464905784589247",NULL,"0.9574608547300153"
"Bharuch","0.6444280345599492","0.5853929824257171","0.9289564617323642"
"Bahraich","0.6274421053990202","0.9163601631998957","0.17635881294243003"
"Udaipur","0.6267737094995192","0.8990536135513064","0.6721909242024519"
"Guna","0.612081453834255","0.8987682609889001","0.2882654961335913"
"Chandrapur","0.6110683776104681","0.2363612671559014","0.15872906370305306"
"Shimoge","0.6106423311476014","0.7798317827647054","0.9611648550043201"
"Coimbatore","0.6095280593003987","0.8709118676975769","0.61169569596864"
"Sabarkantha","0.6069520690834501","0.9917139675758444","0.668490995692918"
"Shivpuri","0.6059138885368814","0.9277285258114902","0.2808183880339117"
"Sangli","0.5963126888734044","0.537292327294794","0.9528218522761179"
"Osmanabad","0.5962010094667843","0.5626214922933136","0.8370975593415467"
"The Nilgiris","0.5783667145705101","0.8917914484086543",NULL
"Sidhi","0.5758562846988129","0.811475617399102","0.8068518587472566"
"Mirzpur","0.567652107384013","0.8846954933062613","0.43427055826597666"
"Kanpur","0.5654664136182115","0.9304032690111496","0.5944722076663093"
"Kanyakumari","0.5559002224626194",NULL,"0.9021711838088845"
"Fatehpur","0.5556959693009862","0.9359202138080831","0.5764500435147922"
"Bidar","0.5531781133097863","0.8868262603166512","0.8853568062731051"
"Panna","0.5372808283236881","0.5175604755435481","0.8485159619766285"
"Ratnagiri","0.5256566675407551","1","0.841143148596136"
"West Godavari","0.5221719515398235","1","0.9908822885692679"
"Bankura","0.5174839970858732","0.8664882192446524","0.6050825282259371"
"North Arcot / Vellore","0.5162758636115193","0.35689429436982517","0.9360961169379614"
"Mungair","0.5142806076190035","0.7748900952628073","0.38462698870699474"
"Bharatpur","0.5037129709611929","0.9438469080859423","0.3796089539862988"
"Darbhanga","0.502725764424071","0.8638165646457221","-0.014498426803328943"
"Pune","0.5021819883212966","0.9067620022951154","0.8942274183750056"
"Palamau","0.48972495956780454","0.8327003280589498","0.4995165822366921"
"Santhal Paragana / Dumka","0.4853347691425783","0.9022513962517242","0.6347870862205737"
"Panchmahal","0.48052371054876103","0.9546699000925447","0.7430956376766562"
"Basti","0.46798920142673023","0.885030756553532","0.5620119844041005"
"Salem","0.46280191107611957","0.6513639418137754","0.9552874328511505"
"Madurai","0.46133004148334733","0.7765663356572287","0.8525530797314806"
"24 Parganas","0.4510633802038416","0.805426179421458","0.8750165195080102"
"Guntur","0.4338832074943849","0.6760520165569349","0.9832647951098419"
"Ajmer","0.4297689968902199","0.6284251305605044","0.028586409498184702"
"Solan","0.4223701241930708","0.5029006826620647","0.5981498790694159"
"Kadapa YSR","0.4199188089109","0.9131397106875708","0.9536392590799053"
"Hazaribagh","0.4151173191710692","0.907287164429963","0.7075102755942483"
"Chickmagalur","0.3987761051537913","0.9981889731191369","0.9838182567554044"
"South Arcot / Cuddalore","0.3966185109716551",NULL,"0.9507055811024504"
"Kodagu / Coorg","0.3933545525141312","1","0.9549138444839627"
"Singhbhum","0.3469885680211859","0.8782704857385198","0.8079483053921849"
"Belgaum","0.337214865317346","0.3484151781028567","0.9382243089668693"
"Ramananthapuram","0.33437530983196095",NULL,"0.8426621333695699"
"Rewa","0.3277183821292057","0.7233128594712425","0.9741721983784064"
"Chhindwara","0.32488790980445054","0.9511217340640111","0.9350494642464785"
"Saharanpur","0.3245143214290387","0.35407329955207495","0.7574395820746352"
"Srikakulam","0.31119070846335734","1","0.9978285541491427"
"Saharsa","0.30690241846522465","0.815017881055521","0.15232196095564104"
"Sambalpur","0.2728572365570848","0.9764308347633484","0.9666238597928722"
"Thirunelveli","0.2514353469169968",NULL,"0.8052630975625458"
"Patna","0.24092972524185427","0.8719816072827155","0.6182215673216364"
"Banswara","0.2265190436207797","0.9733077312343806","0.7734598262801013"
"Goalpara","0.22195287548599274","0.9350029758987443","0.8847419184409607"
"Krishna","0.21720928167722506",NULL,"0.9836279148975824"
"Ranchi","0.19991686971097397","0.8552183101249372","0.7948509265522629"
"Muzaffarnagar","0.19397109647242675","-0.24689767955238126","0.9488112833582238"
"Banda","0.19263867108322083","0.851234842448097","0.7581044116070522"
"Kamrup","0.1903008128705983","0.9561720982108639","0.3149233199398437"
"Gaya","0.18999394787437857","0.8412623029482855","0.23896062262628856"
"Dharwad","0.1662044161790437","0.20778526460031785","0.9611606266739829"
"Champaran","0.14712875131567602","0.7774010028731031","0.9156535265596765"
"Vadodara / Baroda","0.14323883227271303","0.9789356436019195","0.9404737358037834"
"West Dinajpur","0.13371166805793339","0.8996806494961109","0.9842591637777685"
"Shahabad (now part of Bhojpur district)","0.1309102018236666","0.8098163656493831","0.7421541866717104"
"Uttara Kannada","0.10617230294927858",NULL,"0.9648966087417851"
"Balasore","0.08680920085305165","0.9779881641155035","0.8439850245699768"
"Dehradun","0.08072491186439242","0.14237250810820468","0.2773763125407975"
"Ganjam","0.07532973810762428","0.8328596843854876","0.9012701440319985"
"Chittorgarh","0.04743668398144376","0.9060514783434932","0.8108629147762861"
"Jhabua","0.036345126240583656","0.9682274358245038","0.7165091170950794"
"Thanjavur","0.025696038956126273",NULL,"0.9345068190983675"
"Cooch Behar","0.01606482190828986","0.8943407853460393","0.9994855225572176"
"Jhansi","0.01362435173736365","0.9337656734216262","0.7092319723441866"
"Tiruchirapalli / Trichy","0.01225242617238966",NULL,"0.8224098539163182"
"Bhagalpur","0.00769177988881196","0.7640142093720588","0.3025435400952863"
"Dakshina Kannada","0.0016769403375004315","1.0000000000000002","0.6977338932831979"
"Thane","-0.006597692973813558","0.8868999604903655","0.9135478356135088"
"Chengalpattu MGR / Kanchipuram","-0.00719120618867874",NULL,"0.9420657620627126"
"Puri","-0.011379729121662636","0.8586490035417825","0.7539419779633487"
"Malda","-0.017790055702538155","0.9456782282680737","0.8730502480182527"
"Muzaffarpur","-0.02406362814483943","0.884754947358998","0.021776946386524918"
"Sundargarh","-0.035559542586635066","0.9511247332547833","0.7613018999380766"
"Darjeeling","-0.07771669147292677","0.9007564059424721","0.1469008347923313"
"Mayurbhanja","-0.14316982021798225","0.9740103366722773","0.697041662774541"
"Dhenkanal","-0.18898448059153","0.8979432421573766","0.5131373230597593"
"Raigad","-0.19065282545813128","0.999965265130715","0.9253367604555145"
"Gonda","-0.23710961882344128","0.848850440243278","0.19065557544683637"
"Keonjhar","-0.24470228033863145","0.8516829942164913","0.6826958597021816"
"Bijnor","-0.3033638339799691","0.41880444766417285","0.908658855563386"
"Purnea","-0.33940312953183244","0.7013507063340266","0.9127244617454592"
"Cuttack","-0.3428673765087638","0.9794093804064543","0.7503961752046752"
"Jalpaiguri","-0.502555174472641","0.8956267886215242","0.9263938907824367"
